Ch92 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch96 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch100 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch104 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch108 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch112 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch116 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch120 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch124 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch128 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch132 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch136 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch140 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch144 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch149 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch153 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch157 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 18 18  18  18  18 18 18 25 25  25  25  25 25 25 0 0 0   
Ch161 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch165 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch169 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch173 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch177 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
Ch181 25  25  25  25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 25 25  25  25  25 25 25 0 0 0   
                                                      
