40002;J.V. Bakcell GSM 2000
40006;Naxtel
364490;Aliv/Cable Bahamas
364390;Bahamas Telco. Comp.
36439;Bahamas Telco. Comp.
36430;Bahamas Telco. Comp.
36403;Smart Communications
42601;Batelco
42602;ZAIN/Vodafone
42604;VIVA
47002;Robi/Aktel
47005;Citycell
47006;Citycell
47001;GrameenPhone
47003;Orascom/Banglalink
47004;TeleTalk
47007;Airtel/Warid
342600;LIME
342810;Cingular Wireless
342750;Digicel
34250;Digicel
342820;Sunbeach
25703;BelCel JV
25704;BeST
25701;MDC/Velcom
25702;MTS
20620;Base/KPN
20601;Belgacom/Proximus
20606;Lycamobile Belgium
20610;Mobistar/Orange
20602;SNCT/NMBS
20605;Telenet NV
20608;VOO
70267;DigiCell
70268;International Telco (INTELCO)
61604;Bell Benin/BBCOM
61602;Etisalat/MOOV
61605;GloMobile
61601;Libercom
61603;MTN/Spacetel
3500;Bermuda Digital Communications Ltd (BDC)
35099;CellOne Ltd
35010;DigiCel / Cingular
35002;M3 Wireless Ltd
35001;Telecommunications (Bermuda & West Indies) Ltd (Digicel Bermuda)
40211;B-Mobile
40217;Bhutan Telecom Ltd (BTL)
40277;TashiCell
73602;Entel Pcs
73601;Viva/Nuevatel
73603;Tigo
21890;BH Mobile
21803;Eronet Mobile
21805;M-Tel
65204;BeMOBILE
65201;Mascom Wireless (Pty) Ltd.
65202;Orange
72426;AmericaNet
72412;Claro/Albra/America Movil
72438;Claro/Albra/America Movil
72405;Claro/Albra/America Movil
72401;Vivo S.A./Telemig
72433;CTBC Celular SA (CTBC)
72432;CTBC Celular SA (CTBC)
72434;CTBC Celular SA (CTBC)
72408;TIM
7240;Nextel (Telet)
72439;Nextel (Telet)
72430;Oi (TNL PCS / Oi)
72431;Oi (TNL PCS / Oi)
72416;Brazil Telcom
72424;Amazonia Celular S/A
72454;PORTO SEGURO TELECOMUNICACOES
72415;Sercontel Cel
72407;CTBC/Triangulo
72419;Vivo S.A./Telemig
72403;TIM
72402;TIM
72404;TIM
72437;Unicel do Brasil Telecomunicacoes Ltda
72406;Vivo S.A./Telemig
72423;Vivo S.A./Telemig
72411;Vivo S.A./Telemig
72410;Vivo S.A./Telemig
348570;Caribbean Cellular
348770;Digicel
348170;LIME
52802;b-mobile
52811;Datastream (DTSCom)
52801;Telekom Brunei Bhd (TelBru)
28406;BTC Mobile EOOD (vivatel)
28403;BTC Mobile EOOD (vivatel)
28405;Telenor/Cosmo/Globul
28401;MobilTel AD
61303;TeleCel
61301;TeleMob-OnaTel
61302;Orange/Airtel
64202;Africel / Safaris
64208;Lumitel/Viettel
64203;Onatel / Telecel
64207;Smart Mobile / LACELL
64282;Spacetel / Econet / Leo
64201;Spacetel / Econet / Leo
45604;Cambodia Advance Communications Co. Ltd (CADCOMMS)
45602;Smart Mobile
45608;Viettel/Metfone
45618;Mobitel/Cam GSM
45601;Mobitel/Cam GSM
45603;QB/Cambodia Adv. Comms.
45611;SEATEL
45605;Smart Mobile
45606;Smart Mobile
45609;Sotelco/Beeline
62401;MTN
62404;Nextel
62402;Orange
302652;BC Tel Mobility
302630;Bell Aliant
302610;Bell Mobility
302651;Bell Mobility
302670;CityWest Mobility
302361;Clearnet
302360;Clearnet
302380;DMTS Mobility
302710;Globalstar Canada
302640;Latitude Wireless
302370;FIDO (Rogers AT&T/ Microcell)
302320;mobilicity
302702;MT&T Mobility
302655;MTS Mobility
302660;MTS Mobility
302701;NB Tel Mobility
302703;New Tel Mobility
302760;Public Mobile
302657;Quebectel Mobility
302720;Rogers AT&T Wireless
302654;Sask Tel Mobility
302680;Sask Tel Mobility
302780;Sask Tel Mobility
302656;Tbay Mobility
302220;Telus Mobility
302653;Telus Mobility
302500;Videotron
302490;WIND
62501;CV Movel
62502;T+ Telecom
34650;Digicel Cayman Ltd
34606;Digicel Ltd.
346140;LIME / Cable & Wirel.
62301;Centrafr. Telecom+
62304;Nationlink
62303;Orange/Celca
62302;Telecel Centraf.
62204;Salam/Sotel
62202;Tchad Mobile
62203;Tigo/Milicom/Tchad Mobile
62201;Airtel/ZAIN/Celtel
73006;Blue Two Chile SA
73011;Celupago SA
73015;Cibeles Telecom SA
73003;Claro
73010;Entel Telefonia
73001;Entel Telefonia Mov
73014;Netline Telefonica Movil Ltda
73009;Nextel SA
73005;Nextel SA
73004;Nextel SA
73019;Sociedad Falabella Movil SPA
73002;TELEFONICA
73007;TELEFONICA
73012;Telestar Movil SA
7300;TESAM SA
73013;Tribe Mobile SPA
73008;VTR Banda Ancha SA
46002;China Mobile GSM
4600;China Mobile GSM
46007;China Mobile GSM
46004;China Space Mobile Satellite Telecommunications Co. Ltd (China Spacecom)
46005;China Telecom
46003;China Telecom
46006;China Unicom
46001;China Unicom
732130;Avantel SAS
732102;Movistar
732103;TIGO/Colombia Movil
73201;TIGO/Colombia Movil
732101;Comcel S.A. Occel S.A./Celcaribe
73202;Edatel S.A.
732187;eTb
732123;Movistar
732111;TIGO/Colombia Movil
732142;UNE EPM Telecomunicaciones SA ESP
73220;UNE EPM Telecomunicaciones SA ESP
732154;Virgin Mobile Colombia SAS
65401;HURI - SNPT
65402;TELMA TELCO SA
63090;Africell
63086;Orange RDC sarl
63005;SuperCell
63089;TIGO/Oasis
63001;Vodacom
63088;Yozma Timeturns sprl (YTT)
63002;Airtel/ZAIN
62901;Airtel SA
62902;Azur SA (ETC)
62910;MTN/Libertis
62907;Warid
54801;Telecom Cook Islands
71203;Claro
71201;ICE
71202;ICE
71204;Movistar
71220;Virtualis
21901;T-Mobile/Cronet
21902;Tele2
21910;VIPnet d.o.o.
36801;CubaCel/C-COM
36295;EOCG Wireless NV
36269;Polycom N.V./ Digicel
28010;MTN/Areeba
28020;PrimeTel PLC
28001;Vodafone/CyTa
23008;Compatel s.r.o.
23002;O2
23001;T-Mobile / RadioMobil
23005;Travel Telekommunikation s.r.o.
23004;Ufone
23003;Vodafone
23099;Vodafone
23805;ApS KBUS
23823;Banedanmark
23828;CoolTEL ApS
23806;H3G
23812;Lycamobile Ltd
23803;Mach Connectivity ApS
23807;Mundio Mobile
23804;NextGen Mobile Ltd (CardBoardFish)
23810;TDC Denmark
23801;TDC Denmark
23877;Telenor/Sonofon
23802;Telenor/Sonofon
23820;Telia
23830;Telia
63801;Djibouti Telecom SA (Evatis)
366110;C & W
36620;Cingular Wireless/Digicel
36650;Wireless Ventures (Dominica) Ltd (Digicel Dominica)
37002;Claro
37001;Orange
37003;TRIcom
37004;Viva
74001;Claro/Porta
74002;CNT Mobile
7400;Failed Call(s)
7400;MOVISTAR/OteCel
74003;Tuenti
60201;Orange/Mobinil
60203;ETISALAT
60202;Vodafone/Mirsfone
60204;WE/Telecom
70601;CLARO/CTE
70602;Digicel
70605;INTELFON SA de CV
70604;Telefonica
70603;Telemovil
62703;HiTs-GE
62701;ORANGE/GETESA
65701;Eritel
24801;EMT GSM
24802;Radiolinja Eesti
24803;Tele2 Eesti AS
24804;Top Connect OU
63601;ETH/MTN
75001;Cable and Wireless South Atlantic Ltd (Falkland Islands
28803;Edge Mobile Sp/F
28801;Faroese Telecom
28802;Kall GSM
54202;DigiCell
54201;Vodafone
24414;Alands
24426;Compatel Ltd
24412;DNA/Finnet
24403;DNA/Finnet
24404;DNA/Finnet
24413;DNA/Finnet
24421;Elisa/Saunalahti
24405;Elisa/Saunalahti
24482;ID-Mobile
24411;Mundio Mobile (Finland) Ltd
24409;Nokia Oyj
24410;TDC Oy Finland
24491;TeliaSonera
20827;AFONE SA
20892;Association Plate-forme Telecom
20828;Astrium
20888;Bouygues Telecom
20821;Bouygues Telecom
20820;Bouygues Telecom
20814;Lliad/FREE Mobile
20806;GlobalStar
20805;GlobalStar
20807;GlobalStar
20829;Orange
20817;Legos - Local Exchange Global Operation Services SA
20816;Lliad/FREE Mobile
20815;Lliad/FREE Mobile
20825;Lycamobile SARL
20824;MobiquiThings
20803;MobiquiThings
20831;Mundio Mobile (France) Ltd
20826;NRJ
20889;Virgin Mobile/Omer
20823;Virgin Mobile/Omer
20891;Orange
20802;Orange
20801;Orange
20810;S.F.R.
20809;S.F.R.
20813;S.F.R.
20811;S.F.R.
20804;SISTEER
2080;Tel/Tel
20822;Transatel SA
34020;Bouygues/DigiCel
34001;Orange Caribe
34002;Outremer Telecom
34003;TelCell GSM
34011;TelCell GSM
54715;Pacific Mobile Telecom (PMT)
54720;Vini/Tikiphone
62804;Azur/Usan S.A.
62801;Libertis S.A.
62802;MOOV/Telecel
62803;Airtel/ZAIN/Celtel Gabon S.A.
60702;Africel
60703;Comium
60701;Gamcel
60704;Q-Cell
28201;Geocell Ltd.
28203;Iberiatel Ltd.
28202;Magti GSM Ltd.
28204;MobiTel/Beeline
28205;Silknet
26217;E-Plus
26210;DB Netz AG
262n/a;Debitel
26203;E-Plus
26205;E-Plus
26277;E-Plus
26220;E-Plus
26212;E-Plus
26214;Group 3G UMTS
26243;Lycamobile
26213;Mobilcom
26207;O2
26208;O2
26211;O2
26233;Sipgate
26222;Sipgate
262n/a;Talkline
26206;T-mobile/Telekom
26201;T-mobile/Telekom
26216;Telogic/ViStream
26202;Vodafone D2
26242;Vodafone D2
26209;Vodafone D2
26204;Vodafone D2
62003;Airtel/Tigo
62006;Airtel/Tigo
62004;Expresso Ghana Ltd
62007;GloMobile
62001;MTN
62002;Vodafone
26606;CTS Mobile
26609;eazi telecom
26601;Gibtel GSM
20207;AMD Telecom SA
20202;Cosmote
20201;Cosmote
20214;CyTa Mobile
20204;Organismos Sidirodromon Ellados (OSE)
20203;OTE Hellenic Telecommunications Organization SA
20210;Tim/Wind
20209;Tim/Wind
20205;Vodafone
29001;Tele Greenland
352110;Cable & Wireless
35230;Digicel
35250;Digicel
34008;Dauphin Telecom SU (Guadeloupe Telecom)
34010;
310370;Docomo
310470;Docomo
310140;GTA Wireless
31033;Guam Teleph. Auth.
31032;IT&E OverSeas
311250;Wave Runner LLC
70401;Claro
70403;Telefonica
70402;TIGO/COMCEL
61104;MTN/Areeba
61105;Celcom
61103;Intercel
61101;Orange/Sonatel/Spacetel
61102;SotelGui
63201;GuineTel
63203;Orange
63202;SpaceTel
73802;Cellink Plus
73801;DigiCel
37201;Comcel
37202;Digicel
37203;National Telecom SA (NatCom)
70840;Digicel
70830;HonduTel
70801;SERCOM/CLARO
70802;Telefonica/CELTEL
45413;China Mobile/Peoples
45428;China Mobile/Peoples
45412;China Mobile/Peoples
45409;China Motion
45407;China Unicom Ltd
45411;China-HongKong Telecom Ltd (CHKTL)
45401;Citic Telecom Ltd.
45402;CSL Ltd.
4540;CSL Ltd.
45418;CSL Ltd.
45410;CSL/New World PCS Ltd.
45431;CTExcel
45404;H3G/Hutchinson
45403;H3G/Hutchinson
45414;H3G/Hutchinson
45405;H3G/Hutchinson
45419;HKT/PCCW
45420;HKT/PCCW
45429;HKT/PCCW
45416;HKT/PCCW
45447;shared by private TETRA systems
45424;Multibyte Info Technology Ltd
45440;shared by private TETRA systems
45408;Truephone
45417;Vodafone/SmarTone
45415;Vodafone/SmarTone
45406;Vodafone/SmarTone
21603;DIGI
21601;Pannon/Telenor
21630;T-mobile/Magyar
21671;UPC Magyarorszag Kft.
21670;Vodafone
27409;Amitelo
27407;IceCell
27408;Siminn
27401;Siminn
27411;NOVA
27404;VIKING/IMC
27402;Vodafone/Tal hf
27405;Vodafone/Tal hf
27403;Vodafone/Tal hf
40428;Aircel
40425;Aircel
40417;Aircel
40442;Aircel
40433;Aircel
40429;Aircel
40415;Aircel Digilink India
40460;Aircel Digilink India
40401;Aircel Digilink India
40553;AirTel
40486;Barakhamba Sales & Serv.
40413;Barakhamba Sales & Serv.
40471;BSNL
40476;BSNL
40462;BSNL
40453;BSNL
40459;BSNL
40475;BSNL
40451;BSNL
40458;BSNL
40481;BSNL
40474;BSNL
40438;BSNL
40457;BSNL
40480;BSNL
40473;BSNL
40434;BSNL
40466;BSNL
40455;BSNL
40472;BSNL
40477;BSNL
40464;BSNL
40454;BSNL
40410;Bharti Airtel Limited (Delhi)
40445;Bharti Airtel Limited (Karnataka) (India)
40479;CellOne A&N
40489;Escorts Telecom Ltd.
40488;Escorts Telecom Ltd.
40487;Escorts Telecom Ltd.
40482;Escorts Telecom Ltd.
40412;Escotel Mobile Communications
40419;Escotel Mobile Communications
40456;Escotel Mobile Communications
40505;Fascel Limited
40405;Fascel
404998;Fix Line
40470;Hexacom India
40416;Hexcom India
40422;Idea Cellular Ltd.
40478;Idea Cellular Ltd.
40407;Idea Cellular Ltd.
40404;Idea Cellular Ltd.
40424;Idea Cellular Ltd.
40468;Mahanagar Telephone Nigam
40469;Mahanagar Telephone Nigam
40483;Reliable Internet Services
40452;Reliance Telecom Private
40587;Reliance Telecom Private
40450;Reliance Telecom Private
40467;Reliance Telecom Private
40418;Reliance Telecom Private
40485;Reliance Telecom Private
40409;Reliance Telecom Private
40436;Reliance Telecom Private
40441;RPG Cellular
40444;Spice
40414;Spice
40411;Sterling Cellular Ltd.
40534;TATA / Karnataka
40430;Usha Martin Telecom
404999;Various Networks
40427;Unknown
40443;Vodafone/Essar/Hutch
40420;Unknown
51008;Axis/Natrindo
51099;Esia (PT Bakrie Telecom) (CDMA)
51007;Flexi (PT Telkom) (CDMA)
51089;H3G CP
51001;Indosat/Satelindo/M3
51021;Indosat/Satelindo/M3
5100;PT Pasifik Satelit Nusantara (PSN)
51027;PT Sampoerna Telekomunikasi Indonesia (STI)
51009;PT Smartfren Telecom Tbk
51028;PT Smartfren Telecom Tbk
51011;PT. Excelcom
51007;Telkomsel
51010;Telkomsel
90113;Antarctica
43219;Mobile Telecommunications Company of Esfahan JV-PJS (MTCE)
43270;MTCE
43235;MTN/IranCell
43220;Rightel
43232;Taliya
43211;MCI/TCI
43214;TKC/KFZO
41805;Asia Cell
41866;Fastlink
41892;Itisaluna and Kalemat
41882;Korek
41840;Korek
41845;Mobitel (Iraq-Kurdistan) and Moutiny
41830;Orascom Telecom
41820;ZAIN/Atheer/Orascom
41808;Sanatel
27204;Access Telecom Ltd.
27209;Clever Communications Ltd
27207;eircom Ltd
27211;Tesco Mobile/Liffey Telecom
27213;Lycamobile
27203;Meteor Mobile Ltd.
27205;Three
27202;Three
27217;Three
27215;Virgin Mobile
27201;Vodafone Eircell
42514;Alon Cellular Ltd
42502;Cellcom ltd.
42508;Golan Telekom
42515;Home Cellular Ltd
42577;Hot Mobile/Mirs
42507;Hot Mobile/Mirs
42509;We4G/Marathon 018
42501;Orange/Partner Co. Ltd.
42512;Pelephone
42503;Pelephone
42516;Rami Levy Hashikma Marketing Communications Ltd
42519;Telzar/AZI
22234;BT Italia SpA
22236;Digi Mobil
22236;Digi Mobil
22202;Elsacom
22208;Fastweb SpA
2220;Fix Line
22299;Hi3G
22250;Iliad
22277;IPSE 2000
22235;Lycamobile Srl
22207;Noverca Italia Srl
22233;PosteMobile SpA
2220;Premium Number(s)
22230;RFI Rete Ferroviaria Italiana SpA
22243;Telecom Italia Mobile SpA
22201;TIM
22248;Telecom Italia Mobile SpA
22210;Vodafone
22206;Vodafone
2220;VOIP Line
22244;WIND (Blu) -
22288;WIND (Blu) -
61207;Aircomm SA
61202;Atlantik Tel./Moov
61204;Comium
61201;Comstar
61205;MTN
61203;Orange
61206;OriCell
338110;Cable & Wireless
33820;Cable & Wireless
338180;Cable & Wireless
33850;DIGICEL/Mossel
4400;Y-Mobile
44088;KDDI Corporation
44050;KDDI Corporation
44074;KDDI Corporation
44070;KDDI Corporation
44089;KDDI Corporation
44051;KDDI Corporation
44075;KDDI Corporation
44056;KDDI Corporation
44170;KDDI Corporation
44052;KDDI Corporation
44076;KDDI Corporation
44071;KDDI Corporation
44053;KDDI Corporation
44077;KDDI Corporation
44008;KDDI Corporation
44072;KDDI Corporation
44054;KDDI Corporation
44079;KDDI Corporation
44007;KDDI Corporation
44073;KDDI Corporation
44055;KDDI Corporation
44021;NTT Docomo
44144;NTT Docomo
44013;NTT Docomo
44023;NTT Docomo
44016;NTT Docomo
44001;NTT Docomo
44199;NTT Docomo
44034;NTT Docomo
44069;NTT Docomo
44064;NTT Docomo
44037;NTT Docomo
44025;NTT Docomo
44022;NTT Docomo
44143;NTT Docomo
44027;NTT Docomo
44002;NTT Docomo
44017;NTT Docomo
44031;NTT Docomo
44087;NTT Docomo
44065;NTT Docomo
44036;NTT Docomo
44192;NTT Docomo
44012;NTT Docomo
44058;NTT Docomo
44028;NTT Docomo
44003;NTT Docomo
44018;NTT Docomo
44191;NTT Docomo
44032;NTT Docomo
44061;NTT Docomo
44035;NTT Docomo
44193;NTT Docomo
44140;NTT Docomo
44066;NTT Docomo
44049;NTT Docomo
44029;NTT Docomo
44009;NTT Docomo
44019;NTT Docomo
44190;NTT Docomo
44033;NTT Docomo
44060;NTT Docomo
44014;NTT Docomo
44194;NTT Docomo
44141;NTT Docomo
44067;NTT Docomo
44062;NTT Docomo
44039;NTT Docomo
44030;NTT Docomo
44010;NTT Docomo
44145;NTT Docomo
44024;NTT Docomo
44015;NTT Docomo
44198;NTT Docomo
44142;NTT Docomo
44068;NTT Docomo
44063;NTT Docomo
44038;NTT Docomo
44026;NTT Docomo
44011;NTT Docomo
44099;NTT Docomo
44078;Okinawa Cellular Telephone
44047;SoftBank Mobile Corp
44095;SoftBank Mobile Corp
44041;SoftBank Mobile Corp
44164;SoftBank Mobile Corp
44046;SoftBank Mobile Corp
44097;SoftBank Mobile Corp
44042;SoftBank Mobile Corp
44165;SoftBank Mobile Corp
44090;SoftBank Mobile Corp
44092;SoftBank Mobile Corp
44098;SoftBank Mobile Corp
44043;SoftBank Mobile Corp
44093;SoftBank Mobile Corp
44048;SoftBank Mobile Corp
44006;SoftBank Mobile Corp
44161;SoftBank Mobile Corp
44044;SoftBank Mobile Corp
44094;SoftBank Mobile Corp
44004;SoftBank Mobile Corp
44162;SoftBank Mobile Corp
44045;SoftBank Mobile Corp
44020;SoftBank Mobile Corp
44096;SoftBank Mobile Corp
44040;SoftBank Mobile Corp
44163;SoftBank Mobile Corp
44083;KDDI Corporation
44085;KDDI Corporation
44081;KDDI Corporation
44080;KDDI Corporation
44086;KDDI Corporation
44084;KDDI Corporation
44082;KDDI Corporation
41677;Orange/Petra
41603;Umniah Mobile Co.
41602;Xpress
41601;ZAIN /J.M.T.S
40101;Beeline/KaR-Tel LLP
40107;Dalacom/Altel
40102;K-Cell
40177;Tele2/NEO/MTS
63905;Econet Wireless
63902;Safaricom Ltd.
63907;Telkom fka. Orange
63903;Airtel/Zain/Celtel Ltd.
54509;Kiribati Frigate
467193;Sun Net
45004;KT Freetel Co. Ltd.
45008;KT Freetel Co. Ltd.
45002;KT Freetel Co. Ltd.
45006;LG Telecom
45003;SK Telecom
45005;SK Telecom Co. Ltd
22106;Dardafon.Net LLC
22102;IPKO
22103;MTS DOO
22101;Vala
41902;Zain
41904;Viva
41903;Ooredoo
43703;AkTel LLC
43701;Beeline/Bitel
43705;MEGACOM
43709;O!/NUR Telecom
45702;ETL Mobile
45701;Lao Tel
45708;Beeline/Tigo/Millicom
45703;UNITEL/LAT
24705;Bite
24701;Latvian Mobile Phone
24709;SIA Camel Mobile
24708;SIA IZZI
24707;SIA Master Telecom
24706;SIA Rigatta
24702;Tele2
24703;TRIATEL/Telekom Baltija
41535;Cellis
41533;Cellis
41532;Cellis
41534;FTML Cellis
41537;MIC2/LibanCell/MTC
41539;MIC2/LibanCell/MTC
41538;MIC2/LibanCell/MTC
41501;MIC1 (Alfa)
41503;MIC2/LibanCell/MTC
41536;MIC2/LibanCell/MTC
65102;Econet/Ezi-cel
65101;Vodacom Lesotho
61804;Comium BVI
61802;Libercell
61820;LibTelco
61801;Lonestar
61807;Orange
60602;Al-Madar
60601;Al-Madar
60606;Hatef
6060;Libyana
60603;Libyana
29506;CUBIC (Liechtenstein
29507;First Mobile AG
29502;Orange
29501;Swisscom FL AG
29577;Alpmobile/Tele2
29505;Telecom FL1 AG
24602;Bite
24601;Omnitel
24603;Tele2
27077;Millicom Tango GSM
27001;P+T/Post LUXGSM
27099;Orange/VOXmobile S.A.
45501;C.T.M. TELEMOVEL+
45504;C.T.M. TELEMOVEL+
45502;China Telecom
45505;Hutchison Telephone Co. Ltd
45503;Hutchison Telephone Co. Ltd
45506;Smartone Mobile
4550;Smartone Mobile
29475;ONE/Cosmofone
29404;Lycamobile
29402;ONE/Cosmofone
29401;T-Mobile/Mobimak
29403;VIP Mobile
64601;Airtel/MADACOM
64602;Orange/Soci
64603;Sacel
64604;Telma
65001;TNM/Telekom Network Ltd.
65010;Airtel/Zain/Celtel ltd.
50201;Art900
502151;Baraka Telecom Sdn Bhd
50219;CelCom
502198;CelCom
50213;CelCom
50210;Digi Telecommunications
50216;Digi Telecommunications
50220;Electcoms Wireless Sdn Bhd
50212;Maxis
50217;Maxis
50211;MTX Utara
502153;Webe/Packet One Networks (Malaysia) Sdn Bhd
502155;Samata Communications Sdn Bhd
502154;Tron/Talk Focus Sdn Bhd
502150;TuneTalk
50218;U Mobile
502195;XOX Com Sdn Bhd
502152;YES
47201;Dhiraagu/C&W
47202;Ooredo/Wataniya
61003;ATEL SA
61001;Malitel
61002;Orange/IKATEL
27821;GO Mobile
27877;Melita
27801;Vodafone
34012;UTS Caraibe
60902;Chinguitel SA
60901;Mattel
60910;Mauritel
61710;Emtel Ltd
61702;CHILI/MTML
61703;CHILI/MTML
61701;Orange/Cellplus
33450;AT&T/IUSACell
33450;AT&T/IUSACell
33440;AT&T/IUSACell
33404;AT&T/IUSACell
33405;AT&T/IUSACell
33403;Movistar/Pegaso
33430;Movistar/Pegaso
33490;NEXTEL
33410;NEXTEL
33409;NEXTEL
33401;NEXTEL
33480;Operadora Unefon SA de CV
33470;Operadora Unefon SA de CV
33460;SAI PCS
33402;TelCel/America Movil
33420;TelCel/America Movil
55001;FSM Telecom
25904;Eventis Mobile
25999;IDC/Unite
25905;IDC/Unite
25903;IDC/Unite
25902;Moldcell
25901;Orange/Voxtel
21210;Monaco Telecom
21201;Monaco Telecom
42898;G-Mobile Corporation Ltd
42899;Mobicom
42891;Skytel Co. Ltd
4280;Skytel Co. Ltd
42888;Unitel
29702;Monet/T-mobile
29703;Mtel
29701;Telenor/Promonte GSM
354860;Cable & Wireless
60499;Al Houria Telecom
60404;Al Houria Telecom
60406;IAM/Itissallat
60401;IAM/Itissallat
60402;INWI/WANA
60405;INWI/WANA
6040;Orange/Medi Telecom
64301;mCel
64303;Movitel
64304;Vodacom
41401;Myanmar Post & Teleco.
41409;Mytel (Myanmar
41405;Oreedoo
41406;Telenor
64903;TN Mobile
64901;MTC
64902;Switch/Nam. Telec.
42902;Ncell
42901;NT Mobile / Namaste
42904;Smart Cell
20414;6GMOBILE BV
20423;Aspider Solutions
20405;Elephant Talk Communications Premium Rate Services Netherlands BV
20417;Intercity Mobile Communications BV
20408;KPN Telecom B.V.
20469;KPN Telecom B.V.
20410;KPN Telecom B.V.
20412;KPN/Telfort
20428;Lancelot BV
20409;Lycamobile Ltd
20406;Mundio/Vectone Mobile
20421;NS Railinfrabeheer B.V.
20424;Private Mobility Nederland BV
20498;T-Mobile B.V.
20416;T-Mobile B.V.
20420;T-mobile/former Orange
20402;Tele2
20407;Teleena Holding BV
20468;Unify Mobile
20418;UPC Nederland BV
20404;Vodafone Libertel
20403;Voiceworks Mobile BV
20415;Ziggo BV
362630;Cingular Wireless
36251;TELCELL GSM
36291;SETEL GSM
362951;UTS Wireless
54601;OPT Mobilis
53028;2degrees
53005;Spark/NZ Telecom
53002;Spark/NZ Telecom
53004;Telstra
53024;Two Degrees Mobile Ltd
53001;Vodafone
53003;Walker Wireless Ltd.
71021;Empresa Nicaraguense de Telecomunicaciones SA (ENITEL)
71030;Movistar
71073;Claro
61403;MOOV/TeleCel
61404;Orange
61401;Sahelcom
61402;Airtel/Zain/CelTel
62120;Airtel/ZAIN/Econet
62160;ETISALAT
62150;Glo Mobile
62140;M-Tel/Nigeria Telecom. Ltd.
62130;MTN
62199;Starcomms
62125;Visafone
62101;Visafone
55501;Niue Telecom
24209;Com4 AS
24214;ICE Nordisk Mobiltelefon AS
24221;Jernbaneverket (GSM-R)
24220;Jernbaneverket (GSM-R)
24223;Lycamobile Ltd
24202;Telia/Netcom
24222;Telia/Network Norway AS
24205;Telia/Network Norway AS
24206;ICE Nordisk Mobiltelefon AS
24208;TDC Mobil A/S
24204;Tele2
24212;Telenor
24201;Telenor
24203;Teletopia
24207;Ventelo AS
24217;Ventelo AS
42203;Nawras
42202;Oman Mobile/GTO
41008;Instaphone
41001;Mobilink
41006;Telenor
41003;UFONE/PAKTel
41007;Warid Telecom
41004;ZONG/CMPak
55280;Palau Mobile Corp. (PMC) (Palau
55201;Palau National Communications Corp. (PNCC) (Palau
55202;PECI/PalauTel (Palau
42505;Jawwal
42506;Wataniya Mobile
71401;Cable & W./Mas Movil
71403;Claro
71404;Digicel
71420;Movistar
71402;Movistar
53703;Digicel
53702;GreenCom PNG Ltd
53701;Pacific Mobile
74402;Claro/Hutchison
74403;Compa
74401;Hola/VOX
74405;TIM/Nucleo/Personal
74404;Tigo/Telecel
71620;Claro /Amer.Mov./TIM
71610;Claro /Amer.Mov./TIM
71602;GlobalStar
71601;GlobalStar
71606;Movistar
71617;Nextel
71607;Nextel
71615;Viettel Mobile
5150;Fix Line
51502;Globe Telecom
51501;Globe Telecom
51588;Next Mobile
51518;RED Mobile/Cure
51503;Smart
51505;SUN/Digitel
26017;Aero2 SP.
26018;AMD Telecom.
