//Generated file from AQARCH/reg/Probe/Makefile for IDE
ProbeState_BltExecutionCmd,0x00160001,BLT,N,{src_org_cfg dst_org_cfg lod_number[3:0] dst_msaa[1:0] src_msaa[1:0] status mipmap copy filler clear blt}.
ProbeState_BltWindowSize,0x00160002,BLT,N,gcregBltWindowSizeRegAddrs State Value.
ProbeState_BltCopySize,0x00160003,BLT,N,gcregBltCopySizeRegAddrs State Value.
ProbeState_BltFillerCount,0x00160004,BLT,N,gcregBltTileFillerCountRegAddrs State Value.
ProbeCycle_BltBusy,0x00160010,BLT,N,BLT busy cycle.
ProbeCycle_Mc2BltRdDataCycle,0x00160011,BLT,N,Mc2Blt Read Data Cycle.
ProbeCycle_Blt2McWrDataCycle,0x00160012,BLT,N,Blt2Mc Write DataCycle.
ProbeCycle_BltSrcWalkerAddrCycle,0x00160013,BLT,N,Number of cycle that blit_src_addr.src_addr_rtr & blit_src_addr.src_addr_rts.
ProbeCycle_BltDstWalkerAddrCycle,0x00160014,BLT,N,Number of cycle that blit_dst_cache_top.dst_mux_addr_rtr & blit_dst_cache_top.dst_mux_addr_rts.
ProbeCycle_BltRdStall,0x00160015,BLT,N,Number of cycle that blt_mc_read_O2IValid &! mc_blt_read_I2OReady.
ProbeCycle_BltWrStall,0x00160016,BLT,N,Number of cycle that blt_mc_write_O2IValid &! mc_blt_write_I2OReady.
ProbeCycle_BltDstAddrRtsCycle,0x00160017,BLT,N,Number of cycle that blit_dst_cache_top.dst_mux_addr_rts.
ProbeCycle_BltDstPipeBusyCycle,0x00160018,BLT,N,Number of cycle that blit_busy_check.pipe_busy.
ProbeCycle_BltFillerBusyCycle,0x00160019,BLT,N,Number of cycle that blit_filler.filler_busy.
ProbeCycle_BltGlobalTimerStartLo,0x001600FA,BLT,N,Virtual Only Counter for reading GlobalTimer Draw Start Time.
ProbeCycle_BltGlobalTimerStartHi,0x001600FB,BLT,N,Virtual Only Counter for reading GlobalTimer Draw Start Time.
ProbeCycle_BltGlobalTimerEndLo,0x001600FC,BLT,N,Virtual Only Counter for reading GlobalTimer Draw End Time.
ProbeCycle_BltGlobalTimerEndHi,0x001600FD,BLT,N,Virtual Only Counter for reading GlobalTimer Draw End Time.
ProbeCycle_BltGlobalTimerLo,0x001600FE,BLT,N,BLT global free running timer(Lo 32bit).
ProbeCycle_BltGlobalTimerHi,0x001600FF,BLT,N,BLT global free running timer(Hi 32bit).
ProbeCycle_DirBank0OutOfPendingTags,0x00150001,DIR,N,Directory bank 0 ran out of pending tags (>1 cluster).
ProbeCycle_DirBank1OutOfPendingTags,0x00150002,DIR,N,Directory bank 1 ran out of pending tags (>2 clusters).
ProbeCycle_DirBank2OutOfPendingTags,0x00150003,DIR,N,Directory bank 2 ran out of pending tags (>4 clusters).
ProbeCycle_DirBank3OutOfPendingTags,0x00150004,DIR,N,Directory bank 3 ran out of pending tags (>4 clusters).
ProbeCycle_DirCcxCacheReqGblTxRemoteHit,0x00150005,DIR,N,Sum of of all Tx local miss request remote hits across all clusters and all cache controllers.
ProbeCycle_DirCcxCacheReqGblNonTxRdRemoteHit,0x00150006,DIR,N,Sum of all Non-Tx Gbl memory local miss read request remote hits across all clusters and all cache controllers.
ProbeCycle_DirCcxCacheReqGblNonTxWrRemoteHit,0x00150007,DIR,N,Sum of all Non-TX Gbl memory local miss write request remote hits across all clusters and all cache controllers.
ProbeCycle_DirCcxCacheReqGblNonTxRmwRemoteHit,0x00150008,DIR,N,Sum of all Non-TX Gbl memory local miss rmw request remote hits across all clusters and all cache controllers.
ProbeCycle_DirCcxCacheInputReqGblTx,0x00150009,DIR,N,Sum of of all Tx requests to the directory across all clusters and all cache controllers.
ProbeCycle_DirCcxCacheInputReqGblNonTx,0x0015000A,DIR,N,Sum of all Non-Tx Gbl memory requests to the directory across all clusters and all cache controllers.
ProbeCycle_DirCcxCacheInputReqAttrib,0x0015000B,DIR,N,Sum of all attribute cache requests to the directory across all clusters and all cache controllers.
ProbeCycle_DirBankCoherencyStall,0x0015000C,DIR,N,Directory bank coherency stall in the eviction tracker.
ProbeCycle_DirGlobalTimerStartLo,0x001500FA,DIR,N,Virtual Only Counter for reading GlobalTimer Draw Start Time.
ProbeCycle_DirGlobalTimerStartHi,0x001500FB,DIR,N,Virtual Only Counter for reading GlobalTimer Draw Start Time.
ProbeCycle_DirGlobalTimerEndLo,0x001500FC,DIR,N,Virtual Only Counter for reading GlobalTimer Draw End Time.
ProbeCycle_DirGlobalTimerEndHi,0x001500FD,DIR,N,Virtual Only Counter for reading GlobalTimer Draw End Time.
ProbeCycle_DirGlobalTimerLo,0x001500FE,DIR,N,Virtual Only Counter for driver process GlobalTimer.
ProbeCycle_DirGlobalTimerHi,0x001500FF,DIR,N,Virtual Only Counter for driver process GlobalTimer. 
ProbeCount_TcTotalReadValidBwGlobalLo,0x00180001,TC,N,"Tensor Core total read bandwidth(Lo 32bit).async copy from DDR with <=16 valid bytes per cycle
TC: Tensor Core. DDR: Double Data Rate SRAM"
ProbeCount_TcTotalReadValidBwGlobalHi,0x00180002,TC,N,"Tensor Core total read bandwidth(Hi 32bit).async copy from DDR with <=16 valid bytes per cycle
TC: Tensor Core. DDR: Double Data Rate SRAM"
ProbeCount_TcTotalWriteValidBwGlobalLo,0x00180003,TC,N,"Tensor Core total write bandwidth(Lo 32bit).burst collector write to DDR.with <=16 valid bytes per cycle
TC: Tensor Core. DDR: Double Data Rate SRAM"
ProbeCount_TcTotalWriteValidBwGlobalHi,0x00180004,TC,N,"Tensor Core total write bandwidth(Hi 32bit).burst collector write to DDR.with <=16 valid bytes per cycle
TC: Tensor Core. DDR: Double Data Rate SRAM"
ProbeCount_TcTotalMac,0x00180005,TC,N,"Tensor Core total MAC count. should multiply by 3 for DP3 to get actual MAC count
TC: Tensor Core"
ProbeCount_TcZeroCoefSkip,0x00180006,TC,N,"Tensor Core zero coef skip count
TC: Tensor Core"
ProbeCount_TcNonZeroCoef,0x00180007,TC,N,"Tensor Core non-zero coef count
TC: Tensor Core"
ProbeCount_TcAXIRdTotalReq,0x00180008,TC,N,"Tensor Core AXI total read request count.
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIWrTotalReq,0x00180009,TC,N,"Tensor Core AXI total write request count.
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIRdByteId0Lo,0x0018000A,TC,N,"Tensor Core AXI read bandwidth of AXI ID0.(Lo 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIRdByteId0Hi,0x0018000B,TC,N,"Tensor Core AXI read bandwidth of AXI ID0.(Hi 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIWrByteId0Lo,0x0018000C,TC,N,"Tensor Core AXI write bandwidth of AXI ID0.(Lo 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIWrByteId0Hi,0x0018000D,TC,N,"Tensor Core AXI write bandwidth of AXI ID0.(Hi 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIRdByteId1Lo,0x0018000E,TC,N,"Tensor Core AXI read bandwidth of AXI ID1.(Lo 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIRdByteId1Hi,0x0018000F,TC,N,"Tensor Core AXI read bandwidth of AXI ID1.(Hi 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIWrByteId1Lo,0x00180010,TC,N,"Tensor Core AXI write bandwidth of AXI ID1.(Lo 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIWrByteId1Hi,0x00180011,TC,N,"Tensor Core AXI write bandwidth of AXI ID1.(Hi 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIRdByteId2Lo,0x00180012,TC,N,"Tensor Core AXI read bandwidth of AXI ID2.(Lo 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIRdByteId2Hi,0x00180013,TC,N,"Tensor Core AXI read bandwidth of AXI ID2.(Hi 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIWrByteId2Lo,0x00180014,TC,N,"Tensor Core AXI write bandwidth of AXI ID2.(Lo 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIWrByteId2Hi,0x00180015,TC,N,"Tensor Core AXI write bandwidth of AXI ID2.(Hi 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIRdByteId3Lo,0x00180016,TC,N,"Tensor Core AXI read bandwidth of AXI ID3.(Lo 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIRdByteId3Hi,0x00180017,TC,N,"Tensor Core AXI read bandwidth of AXI ID3.(Hi 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIWrByteId3Lo,0x00180018,TC,N,"Tensor Core AXI write bandwidth of AXI ID3.(Lo 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIWrByteId3Hi,0x00180019,TC,N,"Tensor Core AXI write bandwidth of AXI ID3.(Hi 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIRdByteId4Lo,0x0018001A,TC,N,"Tensor Core AXI read bandwidth of AXI ID4.(Lo 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIRdByteId4Hi,0x0018001B,TC,N,"Tensor Core AXI read bandwidth of AXI ID4.(Hi 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIWrByteId4Lo,0x0018001C,TC,N,"Tensor Core AXI write bandwidth of AXI ID4.(Lo 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcAXIWrByteId4Hi,0x0018001D,TC,N,"Tensor Core AXI write bandwidth of AXI ID4.(Hi 32bit)
Tips: 16 Byte per cycle
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCount_TcTotalReadGlobalBWLo,0x0018001E,TC,N,"Tensor Core total read bandwidth(Lo 32bit).async copy from DDR
Tips: compare with ProbeCount_TcTotalReadValidBwGlobalLo, you can get the gap between the actual bandwidth and golden bandwidth.
TC: Tensor Core. DDR: Double Data Rate SRAM"
ProbeCount_TcTotalReadGlobalBWHi,0x0018001F,TC,N,"Tensor Core total read bandwidth(Hi 32bit).async copy from DDR
Tips: compare with ProbeCount_TcTotalReadValidBwGlobalHi, you can get the gap between the actual bandwidth and golden bandwidth.
TC: Tensor Core. DDR: Double Data Rate SRAM"
ProbeCount_TcTotalWriteGlobalBWLo,0x00180020,TC,N,"Tensor Core total write bandwidth(Lo 32bit).burst collector write to DDR
Tips: compare with ProbeCount_TcTotalWriteValidBwGlobalLo, you can get the gap between the actual bandwidth and golden bandwidth.
TC: Tensor Core. DDR: Double Data Rate SRAM"
ProbeCount_TcTotalWriteGlobalBWHi,0x00180021,TC,N,"Tensor Core total write bandwidth(Hi 32bit).burst collector write to DDR
Tips: compare with ProbeCount_TcTotalWriteValidBwGlobalHi, you can get the gap between the actual bandwidth and golden bandwidth.
TC: Tensor Core. DDR: Double Data Rate SRAM"
ProbeCount_TcTotalReadSramBWLo,0x00180022,TC,N,"Tensor Core total read bandwidth(Lo 32bit).  kernel/image/transpose read from VIP SRAM
TC: Tensor Core. SRAM: Static-Random Access Memory"
ProbeCount_TcTotalReadSramBWHi,0x00180023,TC,N,"Tensor Core total read bandwidth(Hi 32bit).  kernel/image/transpose read from VIP SRAM
TC: Tensor Core. SRAM: Static-Random Access Memory"
ProbeCount_TcTotalWriteSramBWLo,0x00180024,TC,N,"Tensor Core total write bandwidth(Lo 32bit).  kernel/image/transpose/burst collector write to VIP SRAM
TC: Tensor Core. SRAM: Static-Random Access Memory"
ProbeCount_TcTotalWriteSramBWHi,0x00180025,TC,N,"Tensor Core total write bandwidth(Hi 32bit).  kernel/image/transpose/burst collector write to VIP SRAM
TC: Tensor Core. SRAM: Static-Random Access Memory"
ProbeCycle_TcTotalBusy,0x00180026,TC,N,"Tensor Core total busy cycle
TC: Tensor Core"
ProbeCycle_TcIdle,0x00180027,TC,N,"Tensor Core idle cycle cnt
TC: Tensor Core"
ProbeCycle_TcTotalReadGlobal,0x00180028,TC,N,"Tensor Core total read cycle.async copy from DDR
TC: Tensor Core. DDR: Double Data Rate SRAM"
ProbeCycle_TcTotalWriteGlobal,0x00180029,TC,N,"Tensor Core total write cycle.burst collector write to DDR
TC: Tensor Core. DDR: Double Data Rate SRAM"
ProbeCycle_TcTotalReadSram,0x0018002A,TC,N,"Tensor Core total read cycle.  kernel/image/transpose read from VIP SRAM
TC: Tensor Core. SRAM: Static-Random Access Memory"
ProbeCycle_TcTotalWriteSram,0x0018002B,TC,N,"Tensor Core total write cycle.  kernel/image/transpose/burst collector write to VIP SRAM
TC: Tensor Core. SRAM: Static-Random Access Memory"
ProbeCycle_TcTotalMac,0x0018002C,TC,N,"Tensor Core total MAC cycle. multiplier wrok total cycle
TC: Tensor Core"
ProbeCycle_TcAXIRdMaxOutstanding,0x0018002D,TC,N,"Tensor Core AXI read request maximum outstanding number.
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCycle_TcAXIWrMaxOutstanding,0x0018002E,TC,N,"Tensor Core AXI write request maximum outstanding number.
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCycle_TcAXIRdMaxLatency,0x0018002F,TC,N,"Tensor Core AXI read maximum latency cycle.
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCycle_TcAXIWrMaxLatency,0x00180030,TC,N,"Tensor Core AXI write maximum latency cycle.
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCycle_TcAXIRdTotalLatency,0x00180031,TC,N,"Tensor Core AXI total read latency cycle count (40bit).
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCycle_TcAXIWrTotalLatency,0x00180032,TC,N,"Tensor Core AXI total write latency cycle count (40bit).
TC: Tensor Core. AXI: Advanced eXtensible Interface"
ProbeCycle_TcAXIARVALIDAndNotARREADY,0x00180033,TC,N,Tensor Core AXI read request stall cycle.
ProbeCycle_TcAXIAWVALIDAndNotAWREADY,0x00180034,TC,N,Tensor Core AXI write request stall cycle.
ProbeCycle_TcAXIWVALIDAndNotWREADY,0x00180035,TC,N,Tensor Core AXI write data stall cycle.
ProbeCycle_TcGlobalTimerStartLo,0x001800FA,TC,N,"Virtual Only Counter for reading GlobalTimer Draw Start Time.
TC: Tensor Core"
ProbeCycle_TcGlobalTimerStartHi,0x001800FB,TC,N,"Virtual Only Counter for reading GlobalTimer Draw Start Time.
TC: Tensor Core"
ProbeCycle_TcGlobalTimerEndLo,0x001800FC,TC,N,"Virtual Only Counter for reading GlobalTimer Draw End Time.
TC: Tensor Core"
ProbeCycle_TcGlobalTimerEndHi,0x001800FD,TC,N,"Virtual Only Counter for reading GlobalTimer Draw End Time.
TC: Tensor Core"
ProbeCycle_TcGlobalTimerLo,0x001800FE,TC,N,"Tensor Core global free running timer(Lo 32bit).
TC: Tensor Core"
ProbeCycle_TcGlobalTimerHi,0x001800FF,TC,N,"Tensor Core global free running timer(Hi 32bit).
TC: Tensor Core"
ProbeState_RaGcregVaryings,0x00040301,RA,N,gcregVaryings.
ProbeState_RaAQDepthConfig,0x00040302,RA,N,AQDepthConfig.
ProbeState_RaGcregMultiSampleConfig,0x00040303,RA,N,gcregMultiSampleConfig.
ProbeState_RaGcregRAControl,0x00040304,RA,N,gcregRAControl.
ProbeState_RaAQStencilConfig,0x00040305,RA,N,AQStencilConfig.
ProbeCount_RaVldPixelBeforeEZ,0x00040001,RA,Y,"Valid pixel/sample count before early Z when MSAA OFF/ON 
Tips: after rasterization, the number of pixels before earlyZ.
RA: Rasterization. MSAA: MultiSampling Anti-Aliasing"
ProbeCount_RaVldPixelAfterEZ,0x00040002,RA,Y,"Valid pixel/sample count after early Z when MSAA OFF/ON 
Tips: after rasterization, the number of pixels after earlyZ. The smaller the value, the higher the efficiency of earyZ operation, and the workload of subsequent pipelines will be greatly reduced.
RA: Rasterization. MSAA: MultiSampling Anti-Aliasing"
ProbeCount_RaTotalQuadBeforeEZ,0x00040003,RA,Y,"Total quad count before early Z 
Tips: count in quads, a quad includes 4 pixels.
RA: Rasterization"
